,title,n_enrolled,level,language,rating,price,sales
1088,Aprende a Ganar Dinero en la Bolsa,112,All,Spanish,1,30,3360
1089,Inversión: Fundamentos del Trading para Principiantes,285,Beginner,Spanish,1,125,35625
1090,Gana en la Bolsa con Análisis Técnico,91,Beginner,Spanish,1,25,2275
1091,Precificação - Calculando valor de venda baseado nos custos,32,All,Portuguese,1,35,1120
1092,Cómo ganar dinero invirtiendo en bolsa,2740,Beginner,Spanish,2,0,0
1093,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,59,All,German,1,20,1180
1094,Investimento em Ações,16,Beginner,Portuguese,1,20,320
1095,Excelを使ってビジネスシミュレーション：基礎編,22,Beginner,Japanese,1,85,1870
1096,Estrategias de trading en bolsa,15,All,Spanish,1,25,375
1097,Grundlagen der finanziellen Unabhängigkeit,1059,All,German,1,0,0
1098,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",187,All,German,1,70,13090
1099,Corporate Ethics,0,Beginner,English,1,100,0
1100,CFA Level 2- Quantitative Methods,0,All,English,1,40,0
1101,Core Financial Statement Concepts,0,Intermediate,English,1,50,0
1102,Understand Core Finance Principles in 60 Minutes,0,Beginner,English,1,75,0
1103,Learn Wave accounting to maintain books properly,1089,All,English,1,0,0
1104,Making Tax Digital - UK HMRC Legislation Explained,743,All,English,1,0,0
1105,Surviving Introduction to Finance,1362,Beginner,English,1,0,0
1106,Cost of Capital and Weighted Average Cost of Capital,405,All,English,1,0,0
1107,Studying the CFA Program exams (Mandarin language version),1168,All,English,1,0,0
1108,Condor Broken Wing Butterfly Options Trading Course System,16,All,English,1,0,0
1109,≪虎の巻≫証券取引の「税金のお悩み」解消,3840,Intermediate,Japanese,2,25,96000
1110,【１日でマスター！】今日からはじめる資産形成,7183,Beginner,Japanese,4,20,143660
1111,TRADING FOR A LIVING: Trading Full-Time Transition Guide,483,Intermediate,English,1,195,94185
1112,Learn How To use Channels to find amazing Forex Entries,172,All,English,1,45,7740
1113,"Financial Analysis, from Scratch to Professional!",256,Beginner,English,1,65,16640
1114,Cost Accounting Labour Costing (Professional Course Level),1542,All,English,1,20,30840
1115,Learn How To Successfully Trade Forex: In 5 Simple Steps,64,All,English,1,95,6080
1116,The Intelligent Investor,384,All,English,1,30,11520
1117,Succeed in Futures Even if You Don't Know Where to Start,3014,All,English,2,0,0
1118,Binary Options Beginners Guide : Nadex,454,Beginner,English,1,40,18160
1119,Trading: From Wall Street to Your Street,312,Intermediate,English,1,50,15600
1120,Build your own Naked Trading Forex Robot,315,All,English,1,40,12600
1121,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,609,All,English,1,200,121800
1122,Tax Strategies of the Wealthy,207,Beginner,English,1,195,40365
1123,The Ultimate Fibonacci Trading Plan for Forex and Stocks,399,All,English,1,200,79800
1124,Finance and Accounting for Startups,1175,All,English,1,50,58750
1125,Forex - Calculate Lot Size Like Pro,543,All,Romanian,1,20,10860
1126,The Complete Forex Trader,1634,All,English,1,25,40850
1127,Tape Reading: Learn how to read the tape for day trading,1013,All,English,1,195,197535
1128,4 Easy Daily Forex Trades: A Recipe for Trading Success,319,All,English,1,200,63800
1129,Trading Robot Forex Programs in Your Sleep in Live Examples!,1125,Expert,English,1,200,225000
1130,Free Options 101 - Basic of Call and Put Options in 1 Hours,2481,All,English,2,0,0
1131,An Intro into Trading the Financial Markets,1006,Beginner,English,1,100,100600
1132,Developing A Trading Strategy: Your Guide to Trading Success,1044,All,English,1,20,20880
1133,How to Trade Commodity and Financial Futures for a Living!,1240,All,English,1,200,248000
1134,How to Trade Forex like a Hedge Fund: Long FX Strategies,504,All,English,1,115,57960
1135,Complete Short Financial Ratio Course for Financial Analysis,15,All,English,1,200,3000
1136,How to Build Profitable FOREX Automated Trading Strategies!,358,All,English,1,200,71600
1137,Stock Trading Strategies: Profitable Trading in 7 Days.,80,All,English,1,50,4000
1138,Management Accounting A Complete Study,133,All,English,1,150,19950
1139,Become a Career Day Trader: Asian-Pacific Futures Markets,207,All,English,1,20,4140
1140,Equity Products,426,All,English,1,50,21300
1141,Financial Accounting Part I - Passing the Class,45,Beginner,English,1,20,900
1142,Accounting 102: Guide to Business Accounting,1280,Intermediate,English,1,50,64000
1143,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,142,All,English,1,35,4970
1144,Advanced Finance and Accounting for Startups,188,Intermediate,English,1,40,7520
1145,Basics of Tax in India  (College Level),718,All,English,1,20,14360
1146,Trade for a Living,293,All,English,1,20,5860
1147,Learn Stock Options: Options Made Simple 101,93,Beginner,English,1,35,3255
1148,Banking Credit Analysis Process (for Bankers),894,Beginner,English,1,180,160920
1149,Professional Forex strategy,353,Expert,English,1,50,17650
1150,A Beginners Guide to Technical Analysis of Stock Charts,829,Beginner,English,1,40,33160
1151,Get out of Debt - The Power of Using Compounding Interest,1195,All,English,1,50,59750
1152,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,335,All,English,1,95,31825
1153,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,500,Beginner,Catalan,1,40,20000
1154,Learn to Trade Forex Naked Price Action Wammie Trade,159,All,English,1,40,6360
1155,Fixed Income Securities,739,All,English,1,50,36950
1156,Financial Accounting Made Easy for All,87,All,English,1,20,1740
1157,Ultimate Guide To Trading Engulfing Candlestick Strategy,185,All,English,1,200,37000
1158,Learn Business Finance: Win more work as a Business Coach ,741,Beginner,English,1,20,14820
1159,Accounting for Depreciation (Collage Level),576,All,English,1,20,11520
1160,Revealed: Profitable Principles of Successful Traders ,1046,All,English,1,25,26150
1161,Easy Market Profits: 3 Step Stock Investing Strategy,486,Beginner,English,1,20,9720
1162,Hedge Fund Trading Systems For Stocks - Part One,52,All,English,1,200,10400
1163,Bonds For Beginners - A Guide To The Bond Markets,106,Beginner,English,1,20,2120
1164,Professional Risk Manager (PRM) Certification: Level 4,38,All,English,1,50,1900
1165,Crowdfunding for Filmmakers,32,All,Danish,1,65,2080
1166,How to Make IT Work Successfully in Capital Markets,171,Beginner,English,1,50,8550
1167,Introduction to Day Trading,79,Beginner,English,1,50,3950
1168,Life Coach Business Basics: Finance and Operations,397,All,English,1,195,77415
1169,Learn How to Profit In Forex With Market Rhythms,85,All,English,1,20,1700
1170,Optimizing investment to maximise your return,1696,All,English,1,0,0
1171,Investimento em Ações para Leigos,201,Beginner,Portuguese,1,20,4020
1172,Introducción a la Contabilidad,1235,Beginner,Spanish,1,30,37050
1173,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,137,Intermediate,Italian,1,50,6850
1174,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,384,Intermediate,German,1,20,7680
1175,カードゲームでカンタンに理解する！経済とお金のキホン,103,Beginner,Japanese,1,20,2060
1176,Contabilidad rápida y eficaz,379,All,Spanish,1,40,15160
1177,Introducción al trading de opciones,1573,Beginner,Spanish,1,100,157300
1178,Aprenda a Investir seu Dinheiro,150,All,Portuguese,1,85,12750
1179,Trader sur le Forex avec Ichimoku,48,Beginner,French,1,90,4320
1180,العلوم والمبادئ الأساسية للمهنة الإكتوارية,781,Beginner,Arabic,1,25,19525
1181,トレーディングビュー徹底攻略2017年版,952,All,Japanese,1,55,52360
1182,Kostenrechnung lernen leicht gemacht,612,Beginner,German,1,40,24480
1183,MetaTrader4 Platform Training,1819,Beginner,English,1,0,0
1184,Professional Bookkeeping & Accounting 1: Sales & Purchases,551,All,English,1,35,19285
1185,Step by step guide to understand how business perform,788,Intermediate,English,1,20,15760
1186,How to Grow your Small Business and not run out of Cash,408,Beginner,English,1,25,10200
1187,Finance for Non Finance Executives,944,Beginner,English,1,180,169920
1188,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",323,Intermediate,English,1,20,6460
1189,Innovators and innovation: Travel through time!,101,Beginner,English,1,50,5050
1190,Learn How to Trade The Stock Market,984,All,English,1,20,19680
1191,How To Earn Some Bitcoin Every Time You Use A Search Engine,89,All,English,1,20,1780
1192,Super Fast Accounting - the fastest way to do your books,129,Beginner,English,1,25,3225
1193,Financial Modeling and Valuation: Complete Beginner to Pro,249,All,English,1,50,12450
1194,Learn to trade Chart Patterns,75,Intermediate,English,1,20,1500
1195,Anatomy and Figure Drawing for Beginners,2252,Beginner,English,2,150,337800
1196,Illustrator CC MasterClass,462,All,Italian,1,95,43890
1197,Typographic Logo Design in Illustrator - Beginners & Beyond,1720,All,English,1,150,258000
1198,Adobe Illustrator T-Shirt Design for Merch by Amazon,390,All,English,1,20,7800
1199,Logo Design in Adobe Illustrator - for Beginners & Beyond,4297,All,English,3,200,859400
1200,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,1076,All,English,1,200,215200
1201,Create Professional Looking Infographics With No Experience,9367,Beginner,English,5,180,1686060
1202,Discover How to Draw and paint Comics,8901,All,English,5,65,578565
1203,Typographic Logos: Typography and Lettering for Logo Design,4235,Intermediate,English,3,25,105875
1206,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,2027,Intermediate,English,2,195,395265
1207,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,381,All,Estonian,1,0,0
1208,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,69,All,German,1,0,0
1209,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,21,Beginner,Japanese,1,0,0
1212,Ultimate Photoshop Training: From Beginner to Pro,5326,Beginner,English,3,200,1065200
1215,Sketch 3 from A to Z: Become an App Designer,7282,All,English,4,75,546150
1217,Logo Design Masterclass: Learn Logo Design + Illustrator,8196,All,Italian,5,200,1639200
1218,How to Draw and Sketch for Beginners,1360,Beginner,English,1,150,204000
1219,Graphic Design Masterclass: Learn Graphic Design in Projects,6858,Beginner,English,4,95,651510
1221,Vector Logo Design in Affinity Designer,1789,All,English,1,150,268350
1222,How To Create A Low Poly Portrait With The Pen Tool,293,Beginner,English,1,195,57135
1223,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,662,Beginner,English,1,20,13240
1224,How to Create Kindle & Ebook Covers with Canva,1279,Beginner,English,1,30,38370
1225,How To Make Professional eBook Covers For FREE,1080,All,English,1,20,21600
1226,Design Business Card in Photoshop: Earn Money by Doing It,120,Beginner,English,1,50,6000
1227,Learn to create beautiful web interfaces and logos,1085,All,English,1,20,21700
1228,Illustrated Logo Design,447,Intermediate,Italian,1,25,11175
1229,Color Basics for Print Designers,372,All,English,1,20,7440
1230,Digital Photo Manipulation Art And Cover Design In PhotoShop,721,Beginner,English,1,50,36050
1231,Drawing Perspective For Beginners,736,All,English,1,150,110400
1232,Adobe InDesign CC Advanced,114,Expert,English,1,30,3420
1233,Intro to Photoshop for Merch by Amazon,331,Beginner,English,1,25,8275
1234,MicroStation - Células,0,Beginner,English,1,20,0
1235,Photoshop - Creación de Efectos 2,0,Beginner,Spanish,1,30,0
1236,Como Criar Logos de Sucesso - Start Designer,0,Beginner,Portuguese,1,25,0
1237,Super Textos con Photoshop,0,Beginner,English,1,20,0
1238,Photoshop - Aprende a Transformar Imágenes,0,Beginner,English,1,20,0
1239,Iníciate en Microstation,0,Beginner,Spanish,1,20,0
1240,Adobe Photoshop pentru Social Media,0,Beginner,Romanian,1,20,0
1241,Photoshop - Creación de Efectos,0,Beginner,Spanish,1,20,0
1242,Cómo crear maquetas con Adobe XD,217,Beginner,Spanish,1,0,0
1243,Aprenda Modelagem 3D com o 123D Design,334,Beginner,Portuguese,1,0,0
1244,Ferramentas Visuais,817,Beginner,Portuguese,1,0,0
1245,Adobe Indesign CC Başlangıç,637,Beginner,Turkish,1,0,0
1246,How to Doodle: Basics and Lettering,2358,All,English,2,185,436230
1247,Mastering Photoshop CC 2017 - The Art of Design & Technology,3721,All,English,2,20,74420
1248,Design a logo for FREE in Inkscape,1148,All,English,1,100,114800
1249,Foundation Skills on Adobe Illustrator: Learn Fast!,2489,Beginner,English,2,50,124450
1250,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,1782,Beginner,English,1,30,53460
1251,Canva : Graphic Design Theory Volume1,6975,All,English,4,200,1395000
1252,Master App Icon Design for iPhone (IOS) & Android Devices,9464,Intermediate,English,5,25,236600
1253,Photoshop: How to create stunning collages,2044,Beginner,English,2,20,40880
1254,Mastering advance Photoshop,5787,Intermediate,English,3,20,115740
1256,DIY Design Professional Web Banners in Photoshop 4 Beginners,6944,Beginner,English,4,200,1388800
1257,Photoshop CC for Beginners - A Comprehensive Crash Course,6028,Beginner,English,4,200,1205600
1258,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,5104,Beginner,Italian,3,20,102080
1259,Illustrator CC para novatos: ¡desde cero hasta experto! ,2476,All,Portuguese,2,150,371400
1260,Photoshop para novatos:  ¡desde cero hasta experto!,3000,All,Portuguese,2,150,450000
1261,Diventa un professionista del Graphic Design,185,All,Italian,1,200,37000
1262,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,418,Beginner,Portuguese,1,45,18810
1263,ABC do Photoshop CC,431,Beginner,Portuguese,1,45,19395
1264,Photoshop para iniciante - o básico,23,Beginner,Portuguese,1,30,690
1265,Curso Online de Adobe Illustrator CC e CS6,126,All,Italian,1,80,10080
1266,Photoshop & Illustrator CC Essentials in Arabic,3329,Beginner,English,2,0,0
1267,Photoshop from Zero to Hero ( Arabic ),720,Beginner,English,1,60,43200
1268,Photoshop Essentials - Uma Introdução Detalhada,800,Beginner,Portuguese,1,0,0
1269,Photoshop CC 2015 Top New Features,1477,All,English,1,0,0
1270,Expert Guide : Mastering Types feature in illustrator !,1552,All,English,1,190,294880
1271,Cartoon Game Logo Design using Photoshop,1076,All,English,1,20,21520
1272,Most Wanted Flat Design Techniques #2: Hipster Businessman,1016,Intermediate,English,1,95,96520
1273,All-in-One Premium Design Course - Scratch to Pro+ Edition,919,All,English,1,200,183800
1274,Typography 101: Picking the Right Fonts for Business Success,1224,Beginner,English,1,75,91800
1275,Editorial Illustration Tutorial: From Drawing to Photoshop,774,All,English,1,45,34830
1276,Kindle eBook Cover Design and Book Illustration Guide,715,All,English,1,120,85800
1277,Removing Backgrounds From Images using Adobe Photoshop,1768,All,English,1,20,35360
1278,Graphic Design Secrets Revealed,2555,All,English,2,95,242725
1279,Drawing in Perspective,426,All,English,1,25,10650
1280,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",3108,Beginner,English,2,0,0
1281,Adobe Illustrator For Beginners: Design A Typographic Logo,276,Beginner,English,1,30,8280
1282,Surface Pattern Design : Create Scandinavian Patterns,390,All,English,1,40,15600
